processed_images,rss_gb,elapsed_s
10,0.6340484619140625,0.18407297134399414
20,0.6387939453125,0.3506937026977539
30,0.6434326171875,0.5229697227478027
40,0.6434783935546875,0.6773548126220703
50,0.6855621337890625,0.8782327175140381
60,0.6855926513671875,1.0869197845458984
70,0.68560791015625,1.230841875076294
80,0.7006683349609375,1.3950998783111572
90,0.700714111328125,1.5558090209960938
100,0.700714111328125,1.7404677867889404
110,0.7007293701171875,1.895845890045166
120,0.7069091796875,2.0666298866271973
130,0.7069244384765625,2.239895820617676
140,0.7069244384765625,2.4290828704833984
150,0.761688232421875,2.6663718223571777
160,0.761688232421875,2.8407487869262695
170,0.76171875,3.065607786178589
180,0.7617340087890625,3.3116698265075684
190,0.7617340087890625,3.482724666595459
200,0.761749267578125,3.6134748458862305
210,0.76727294921875,3.785047769546509
220,0.7672882080078125,3.94557785987854
230,0.7673187255859375,4.0854408740997314
240,0.867462158203125,4.391337871551514
250,0.867462158203125,4.536945819854736
260,0.8674774169921875,4.724963665008545
270,0.8757476806640625,4.8917555809021
280,0.87579345703125,5.006028652191162
290,0.87579345703125,5.162587881088257
300,0.8758392333984375,5.36056661605835
310,0.8758544921875,5.527667999267578
320,0.8758544921875,5.661877870559692
330,0.8759002685546875,5.824694633483887
340,0.87591552734375,5.958742618560791
350,0.87591552734375,6.155717849731445
360,0.8759307861328125,6.3346617221832275
370,0.875946044921875,6.473207712173462
380,0.875946044921875,6.658229827880859
390,0.8759918212890625,6.805967807769775
400,0.8759918212890625,6.961704969406128
410,0.876129150390625,7.140249729156494
420,0.8761444091796875,7.280617952346802
430,0.8761444091796875,7.420392990112305
440,0.8761749267578125,7.582881689071655
450,0.876190185546875,7.7688188552856445
460,0.876190185546875,7.943612813949585
470,0.8762359619140625,8.093021869659424
480,0.87628173828125,8.240004777908325
490,0.87628173828125,8.405701875686646
500,0.87628173828125,8.556142807006836
510,0.8762969970703125,8.71877670288086
520,0.876312255859375,8.875738859176636
530,0.876312255859375,9.036321640014648
540,0.876312255859375,9.236620664596558
550,0.8763275146484375,9.495348930358887
560,0.8763427734375,9.628745794296265
570,0.8763580322265625,9.800142765045166
580,0.876373291015625,9.945994853973389
590,0.876373291015625,10.098704814910889
600,0.87640380859375,10.261966705322266
610,0.87640380859375,10.50331974029541
620,0.87640380859375,10.745644807815552
630,0.8764801025390625,10.876397848129272
640,0.8764801025390625,11.03069281578064
650,0.8764801025390625,11.2047119140625
660,0.8765106201171875,11.352483749389648
670,0.8765106201171875,11.532145738601685
680,0.899505615234375,11.704559803009033
690,0.8995208740234375,11.834959745407104
700,0.8995361328125,11.9959397315979
710,0.8995361328125,12.126494884490967
720,0.8995513916015625,12.368823766708374
730,0.899566650390625,12.55429983139038
740,0.8995819091796875,12.719456911087036
750,0.89959716796875,12.858835935592651
760,0.8996124267578125,13.013365983963013
770,0.899627685546875,13.167740821838379
780,0.8996429443359375,13.358924627304077
790,0.899658203125,13.49990177154541
800,0.8996734619140625,13.685266971588135
810,0.8997039794921875,13.849851846694946
820,0.8997039794921875,14.041362762451172
830,0.8997039794921875,14.223412990570068
840,0.899749755859375,14.402182817459106
850,0.8997802734375,14.57824182510376
860,0.8997802734375,14.78240180015564
870,0.8997955322265625,14.98759388923645
880,0.8997955322265625,15.142783880233765
890,0.8998565673828125,15.357657670974731
900,0.899871826171875,15.539969682693481
910,0.899871826171875,15.727693796157837
920,0.899871826171875,15.877757787704468
930,0.89990234375,16.039307832717896
940,0.8999176025390625,16.175447702407837
950,0.8999176025390625,16.359623908996582
960,0.8999481201171875,16.495356798171997
970,0.8999481201171875,16.63999366760254
980,0.89996337890625,16.748811960220337
990,0.899993896484375,16.947105646133423
1000,0.9000091552734375,17.103747844696045
1010,0.9000091552734375,17.25972294807434
1020,0.9000244140625,17.475945949554443
1030,0.9000244140625,17.68529772758484
1040,0.9000396728515625,17.826497793197632
1050,0.900054931640625,17.966912031173706
1060,0.9000701904296875,18.125013828277588
1070,0.9000701904296875,18.29235577583313
1080,0.9001007080078125,18.469692945480347
1090,0.900115966796875,18.717386960983276
1100,0.900115966796875,18.90115475654602
1110,0.900146484375,19.03738498687744
1120,0.9001922607421875,19.168171644210815
1130,0.9001922607421875,19.32233500480652
1140,0.900238037109375,19.48410964012146
1150,0.900238037109375,19.66182565689087
1160,0.9002532958984375,19.805816650390625
1170,0.9002838134765625,19.94100570678711
1180,0.9002838134765625,20.110100984573364
1190,0.900299072265625,20.285070657730103
1200,0.90032958984375,20.456190824508667
1210,0.90032958984375,20.688528776168823
1220,0.9003448486328125,20.820603847503662
1230,0.900390625,20.952616930007935
1240,0.9004058837890625,21.10155701637268
1250,0.900421142578125,21.298438787460327
1260,0.9004364013671875,21.434906721115112
1270,0.9004669189453125,21.618549823760986
1280,0.9004669189453125,21.76335573196411
1290,0.900482177734375,21.9289128780365
1300,0.9005126953125,22.13436484336853
1310,0.9005126953125,22.252189874649048
1320,0.900543212890625,22.429304838180542
1330,0.9005584716796875,22.576104879379272
1340,0.9005584716796875,22.750175952911377
1350,0.9005889892578125,22.992087841033936
1360,0.9006195068359375,23.151195764541626
1370,0.900634765625,23.313215970993042
1380,0.900634765625,23.47209072113037
1390,0.9006500244140625,23.71508288383484
1400,0.900665283203125,23.92444896697998
1410,0.9006805419921875,24.161264896392822
1420,0.90069580078125,24.337711811065674
1430,0.9007110595703125,24.480161666870117
1440,0.900726318359375,24.639635801315308
1450,0.9007415771484375,24.82177186012268
1460,0.9007415771484375,25.000359773635864
1470,0.9007720947265625,25.109734773635864
1480,0.900787353515625,25.325183868408203
1490,0.9008026123046875,25.53188467025757
1500,0.90081787109375,25.71461772918701
1510,0.9008636474609375,25.91032075881958
1520,0.9008636474609375,26.04180097579956
1530,0.9008636474609375,26.209014654159546
1540,0.90087890625,26.32187795639038
1550,0.90087890625,26.51093888282776
1560,0.90087890625,26.69320297241211
1570,0.900909423828125,26.880603790283203
1580,0.9009246826171875,27.04307198524475
1590,0.9009246826171875,27.205888032913208
1600,0.9009552001953125,27.399988889694214
1610,0.9009552001953125,27.57731580734253
1620,0.9009857177734375,27.729058742523193
1630,0.9010009765625,27.8819637298584
1640,0.901031494140625,28.037412881851196
1650,0.901031494140625,28.230263710021973
1660,0.90106201171875,28.409217596054077
1670,0.90106201171875,28.619964838027954
1680,0.90106201171875,28.798923015594482
1690,0.9011077880859375,28.94364070892334
1700,0.9011077880859375,29.07616090774536
1710,0.9011077880859375,29.245253801345825
1720,0.9011383056640625,29.42184090614319
1730,0.9011688232421875,29.54772400856018
1740,0.9011688232421875,29.71468472480774
1750,0.90118408203125,29.944700956344604
1760,0.9011993408203125,30.08545470237732
1770,0.9011993408203125,30.345500946044922
1780,0.9012298583984375,30.540010929107666
1790,0.9012451171875,30.669582843780518
1800,0.9012451171875,30.826048851013184
1810,0.9012603759765625,30.956365823745728
1820,0.9012603759765625,31.112496852874756
1830,0.9012908935546875,31.275219917297363
1840,0.9013214111328125,31.449862718582153
1850,0.901336669921875,31.685889720916748
1860,0.9013519287109375,31.838308811187744
1870,0.9013824462890625,31.995474815368652
1880,0.9013824462890625,32.132598638534546
1890,0.9013824462890625,32.270620822906494
1900,0.901397705078125,32.43085694313049
1910,0.90142822265625,32.60273480415344
1920,0.90142822265625,32.74835777282715
1930,0.901458740234375,32.93596386909485
1940,0.9014739990234375,33.087703704833984
1950,0.9014892578125,33.27718496322632
1960,1.0190277099609375,33.60047173500061
1970,1.01904296875,33.74143385887146
1980,1.0190582275390625,33.8935968875885
1990,1.0190887451171875,34.07630896568298
2000,1.0190887451171875,34.236923933029175
2010,1.0190887451171875,34.419848918914795
2020,1.019134521484375,34.647361040115356
2030,1.019134521484375,34.843512773513794
2040,1.019134521484375,34.97542977333069
2050,1.019134521484375,35.181612730026245
2060,1.0191650390625,35.365683794021606
2070,1.0191650390625,35.53598475456238
2080,1.019195556640625,35.71893787384033
2090,1.019195556640625,35.93459367752075
2100,1.01922607421875,36.07850480079651
2110,1.0192413330078125,36.25567078590393
2120,1.0192413330078125,36.37450289726257
2130,1.019256591796875,36.507142782211304
2140,1.019287109375,36.72946262359619
2150,1.0193023681640625,36.90549397468567
2160,1.019317626953125,37.0450758934021
2170,1.0193328857421875,37.20804977416992
